date,market_group,arrivals,index_2019
2023-09-01,Oceania,122983,111.7598859831004
2023-09-01,Other,30,7200.0
2023-09-01,South Asia,100567,70.42124814654667
2023-09-01,Southeast Asia,404106,73.20403911463859
2023-09-01,Total,1130762,70.98311698420842
2023-09-01,West Asia,13928,98.95442327503523
2023-10-01,Africa,5233,69.03238572653518
2023-10-01,Americas,60726,75.69374402079129
2023-10-01,Europe,132680,74.6508477786806
2023-10-01,Greater China,177880,46.690237519653316
2023-10-01,North Asia,83818,65.72444396815636
2023-10-01,Oceania,104603,95.05719777115742
2023-10-01,Other,46,11040.0
2023-10-01,South Asia,114672,80.29816308988833
2023-10-01,Southeast Asia,434927,78.78728135690244
2023-10-01,Total,1125964,70.6819245181632
2023-10-01,West Asia,11379,80.84451338646079
2023-11-01,Africa,4995,65.89275113778774
2023-11-01,Americas,80020,99.74332899489046
2023-11-01,Europe,141356,79.53229754750659
2023-11-01,Greater China,150216,39.42894490247494
2023-11-01,North Asia,84154,65.98791259271553
2023-11-01,Oceania,100963,91.74937486084879
2023-11-01,Other,35,8400.0
2023-11-01,South Asia,109957,76.99652154732499
2023-11-01,Southeast Asia,418065,75.73272015872415
2023-11-01,Total,1100459,69.08085868938382
2023-11-01,West Asia,10698,76.00620478147093
2023-12-01,Africa,8874,117.06351823758328
2023-12-01,Americas,83791,104.44380504637425
2023-12-01,Europe,138310,77.81850132852965
2023-12-01,Greater China,176872,46.42565600728649
2023-12-01,North Asia,71445,56.02236869532715
2023-12-01,Oceania,128877,117.11601461863862
2023-12-01,Other,34,8159.999999999999
2023-12-01,South Asia,114964,80.50263378563139
2023-12-01,Southeast Asia,495668,89.7905491625333
2023-12-01,Total,1231565,77.31098362755084
2023-12-01,West Asia,12730,90.44297876875348
2024-01-01,Africa,6104,80.52239298199328
2024-01-01,Americas,84243,105.00721400295623
2024-01-01,Europe,191737,107.87857703151103
2024-01-01,Greater China,276899,72.6809089214891
2024-01-01,North Asia,117148,91.85959056505264
2024-01-01,Oceania,143332,130.25188829130653
2024-01-01,Other,41,9840.0
2024-01-01,South Asia,102934,72.07872121786107
2024-01-01,Southeast Asia,486141,88.06472752008017
2024-01-01,Total,1419956,89.13715075358799
2024-01-01,West Asia,11377,80.83030396324496
2024-02-01,Africa,3976,52.45036607083965
2024-02-01,Americas,81002,100.9673723474646
2024-02-01,Europe,201201,113.2033857696587
2024-02-01,Greater China,401348,105.34648891408713
2024-02-01,North Asia,114583,89.8482899043554
2024-02-01,Oceania,90105,81.8822481685051
2024-02-01,Other,57,13679.999999999998
2024-02-01,South Asia,83642,58.569650456645384
2024-02-01,Southeast Asia,430395,77.96630689656891
2024-02-01,Total,1417807,89.00224816719133
2024-02-01,West Asia,11498,81.68997406780264
2024-03-01,Africa,5176,68.28045643427214
2024-03-01,Americas,85431,106.4880322339726
2024-03-01,Europe,198083,111.44907959409397
2024-03-01,Greater China,315946,82.9300302641353
2024-03-01,North Asia,97048,76.0985210601737
2024-03-01,Oceania,102173,92.84895335575908
2024-03-01,Other,66,15840.0
2024-03-01,South Asia,113228,79.2870134849124
2024-03-01,Southeast Asia,534123,96.75669498603858
2024-03-01,Total,1464865,91.95629465888709
2024-03-01,West Asia,13591,96.560135463168
2024-04-01,Africa,4857,64.07229074599302
2024-04-01,Americas,69011,86.02083075814029
2024-04-01,Europe,155963,87.75075499024994
2024-04-01,Greater China,278900,73.20613472133634
2024-04-01,North Asia,69859,54.77873405678297
2024-04-01,Oceania,112497,102.2308115222498
2024-04-01,Other,40,9600.0
2024-04-01,South Asia,128285,89.83055891574512
2024-04-01,Southeast Asia,506437,91.741359834054
2024-04-01,Total,1343319,84.32629476769637
2024-04-01,West Asia,17470,124.11931179026891
2024-05-01,Africa,6636,87.54039970978168
2024-05-01,Americas,73351,91.4305539253213
2024-05-01,Europe,125674,70.70900394737643
2024-05-01,Greater China,276637,72.61213872680646
2024-05-01,North Asia,78968,61.92139983389453
2024-05-01,Oceania,95393,86.68767881403038
2024-05-01,Other,436,104639.99999999999
2024-05-01,South Asia,178227,124.80205030889431
2024-05-01,Southeast Asia,431069,78.08840239221428
2024-05-01,Total,1277160,80.17319089919155
2024-05-01,West Asia,10769,76.51063930563285
2024-06-01,Africa,5411,71.38051579711102
2024-06-01,Americas,75896,94.60284550607606
2024-06-01,Europe,101854,57.306959976256664
2024-06-01,Greater China,277314,72.78983881001315
2024-06-01,North Asia,73480,57.61807896609474
2024-06-01,Oceania,105433,95.8114540941124
2024-06-01,Other,806,193440.0
2024-06-01,South Asia,143130,100.2256530195315
2024-06-01,Southeast Asia,450962,81.69203101962269
2024-06-01,Total,1250293,78.48662608359399
2024-06-01,West Asia,16007,113.72511870788979
2024-07-01,Africa,6115,80.66750214365807
2024-07-01,Americas,82686,103.06644465473023
2024-07-01,Europe,166398,93.62188550404653
2024-07-01,Greater China,500095,131.26576530464934
2024-07-01,North Asia,108673,85.21406499023428
2024-07-01,Oceania,126960,115.37395513537992
2024-07-01,Other,191,45840.0
2024-07-01,South Asia,112631,78.86896894601308
2024-07-01,Southeast Asia,475246,86.09109187459609
2024-07-01,Total,1602603,100.60274065474731
2024-07-01,West Asia,23608,167.72803163964903
2024-08-01,Africa,7027,92.69837081986677
2024-08-01,Americas,67753,84.45275892765326
2024-08-01,Europe,204247,114.91718198863563
2024-08-01,Greater China,484556,127.18706280398658
2024-08-01,North Asia,142900,112.0525787187662
2024-08-01,Oceania,100001,90.87516452026722
2024-08-01,Other,33,7920.0
2024-08-01,South Asia,113390,79.40045270652328
2024-08-01,Southeast Asia,398577,72.20245751905516
2024-08-01,Total,1539828,96.66206598697134
2024-08-01,West Asia,21344,151.64296455933027
2024-09-01,Africa,6193,81.69645801728119
2024-09-01,Americas,64689,80.63354423082316
2024-09-01,Europe,149578,84.15830953451527
2024-09-01,Greater China,275553,72.3276086083485
2024-09-01,North Asia,102800,80.6088529901271
2024-09-01,Oceania,130165,118.28647503305551
2024-09-01,Other,68,16319.999999999998
2024-09-01,South Asia,108914,76.26616902794142
2024-09-01,Southeast Asia,417351,75.60337863959835
2024-09-01,Total,1270681,79.76647435323343
2024-09-01,West Asia,15370,109.19941741364816
2024-10-01,Africa,5324,70.23283424576215
2024-10-01,Americas,69879,87.10277539157649
2024-10-01,Europe,151359,85.16036832177659
2024-10-01,Greater China,290844,76.34121565755592
2024-10-01,North Asia,94009,73.71554144697335
2024-10-01,Oceania,118510,107.69508052216348
2024-10-01,Other,34,8159.999999999999
2024-10-01,South Asia,125793,88.08555558084208
2024-10-01,Southeast Asia,444034,80.43701975281097
2024-10-01,Total,1314493,82.51675453713787
2024-10-01,West Asia,14707,104.48899361760073
2024-11-01,Africa,5659,74.65206780555373
2024-11-01,Americas,86005,107.20351174963203
2024-11-01,Europe,161891,91.08607474930947
2024-11-01,Greater China,224281,58.86964898327729
2024-11-01,North Asia,84039,65.89773731942891
2024-11-01,Oceania,106727,96.98736696387597
2024-11-01,Other,36,8640.0
2024-11-01,South Asia,113092,79.19178055812797
2024-11-01,Southeast Asia,437876,79.32149443799767
2024-11-01,Total,1234698,77.50765640706724
2024-11-01,West Asia,15092,107.2243075866479
2024-12-01,Africa,11486,151.520348261988
2024-12-01,Americas,84452,105.26772832137577
2024-12-01,Europe,155696,87.60053056790363
2024-12-01,Greater China,240770,63.19770906007943
2024-12-01,North Asia,85933,67.382884863819
2024-12-01,Oceania,139442,126.71687974155361
2024-12-01,Other,25,6000.0
2024-12-01,South Asia,129414,90.62113225647768
2024-12-01,Southeast Asia,528320,95.70547812961415
2024-12-01,Total,1390641,87.29691375022914
2024-12-01,West Asia,15103,107.30245941433493
2025-01-01,Africa,6525,86.07611635116416
2025-01-01,Americas,97422,121.43457382329692
2025-01-01,Europe,200004,112.52990774138705
2025-01-01,Greater China,452741,118.8362088199087
2025-01-01,North Asia,119529,93.72661078849129
2025-01-01,Oceania,159560,144.9989625189132
2025-01-01,Other,47,11280.0
2025-01-01,South Asia,107445,75.23751337024777
2025-01-01,Southeast Asia,476556,86.32839914358041
2025-01-01,Total,1633495,102.54197318102267
2025-01-01,West Asia,13666,97.0929888337616
2025-02-01,Africa,4378,57.75344634258954
2025-02-01,Americas,89921,112.08472740001932
2025-02-01,Europe,208194,117.13791530324562
2025-02-01,Greater China,324420,85.15429984329845
2025-02-01,North Asia,128147,100.48426735530953
2025-02-01,Oceania,95304,86.60680072638822
2025-02-01,Other,32,7680.0
2025-02-01,South Asia,94262,66.00622165113587
2025-02-01,Southeast Asia,419289,75.95444847722553
2025-02-01,Total,1377513,86.47280897860726
2025-02-01,West Asia,13566,96.38251767297012
2025-03-01,Africa,4662,61.499901061935226
2025-03-01,Americas,94760,118.1164440834269
2025-03-01,Europe,193320,108.76923343815596
2025-03-01,Greater China,238828,62.68796967811874
2025-03-01,North Asia,104090,81.62038431655964
2025-03-01,Oceania,93049,84.55758625860086
2025-03-01,Other,13,3120.0
2025-03-01,South Asia,120378,84.29374456218237
2025-03-01,Southeast Asia,429836,77.86504371842979
2025-03-01,Total,1296605,81.39384273375792
2025-03-01,West Asia,17669,125.53314940024394
2025-04-01,Africa,6784,89.49277752127168
2025-04-01,Americas,74503,92.86649887660991
2025-04-01,Europe,175269,98.61304973863106
2025-04-01,Greater China,275456,72.30214788741637
2025-04-01,North Asia,63898,50.10451836929126
2025-04-01,Oceania,134313,122.05593916271489
2025-04-01,Other,27,6480.0
2025-04-01,South Asia,143843,100.72492564304108
2025-04-01,Southeast Asia,512837,92.90072359092395
2025-04-01,Total,1403644,88.11317169853803
2025-04-01,West Asia,16714,118.74814981468545
2025-05-01,Africa,5653,74.57291735373656
2025-05-01,Americas,65892,82.13305966172611
2025-05-01,Europe,133831,75.29844444579894
2025-05-01,Greater China,312599,82.05150415114744
2025-05-01,North Asia,80466,63.09603078505417
2025-05-01,Oceania,106952,97.1918340393758
2025-05-01,Other,17,4079.9999999999995
2025-05-01,South Asia,176875,123.85532297791961
2025-05-01,Southeast Asia,478392,86.66099162133249
2025-05-01,Total,1374170,86.26295353592506
2025-05-01,West Asia,13493,95.86387372559237
2025-06-01,Africa,5509,72.67330651012466
2025-06-01,Americas,76490,95.34325462158425
2025-06-01,Europe,108667,61.140214618374166
2025-06-01,Greater China,259294,68.059919313138
2025-06-01,North Asia,71544,56.09999784363476
2025-06-01,Oceania,110556,100.46694221760445
2025-06-01,Other,24,5759.999999999999
2025-06-01,South Asia,136490,95.57604541770317
2025-06-01,Southeast Asia,460065,83.34104481318319
2025-06-01,Total,1245947,78.21380773064848
2025-06-01,West Asia,17308,122.96834850978675
2025-07-01,Africa,8690,114.63623771519029
2025-07-01,Americas,86787,108.17825910371856
2025-07-01,Europe,194149,109.23566057720124
2025-07-01,Greater China,511059,134.14361421495673
2025-07-01,North Asia,115666,90.69750573887201
2025-07-01,Oceania,142415,129.4185713658249
2025-07-01,Other,51,12240.0
2025-07-01,South Asia,112130,78.51814764954983
2025-07-01,Southeast Asia,484305,87.73213504232811
2025-07-01,Total,1680770,105.50964175798974
2025-07-01,West Asia,25518,181.29803081076602
2025-08-01,Africa,9569,126.2317789064046
2025-08-01,Americas,67198,83.76096253185015
2025-08-01,Europe,231389,130.18831034565213
2025-08-01,Greater China,488986,128.34985655377332
2025-08-01,North Asia,157987,123.88279044115964
2025-08-01,Oceania,101544,92.27735428691727
2025-08-01,Other,100,24000.0
2025-08-01,South Asia,118102,82.6999935227605
2025-08-01,Southeast Asia,410442,74.35180923393983
2025-08-01,Total,1609317,101.0242092285338
2025-08-01,West Asia,24000,170.51307858995156
2025-09-01,Africa,6714,88.56935558340479
2025-09-01,Americas,60482,75.3896029026364
2025-09-01,Europe,148925,83.79090673379565
2025-09-01,Greater China,257048,67.47038550681272
2025-09-01,North Asia,95066,74.54436982839907
2025-09-01,Oceania,127606,115.96100282770392
2025-09-01,Other,33,7920.0
2025-09-01,South Asia,124044,86.86083213270989
2025-09-01,Southeast Asia,418343,75.78308002191318
2025-09-01,Total,1254344,78.74092593352088
2025-09-01,West Asia,16083,114.2650767900913
2025-10-01,Africa,8339,110.00593628388629
2025-10-01,Americas,70622,88.02891002595794
2025-10-01,Europe,162673,91.5260578889155
2025-10-01,Greater China,295864,77.65887358620816
2025-10-01,North Asia,105731,82.90714625971916
2025-10-01,Oceania,134344,122.08411018200597
2025-10-01,Other,38,9120.0
2025-10-01,South Asia,129303,90.54340538241097
2025-10-01,Southeast Asia,455320,82.48148527781632
2025-10-01,Total,1378409,86.52905500811467
2025-10-01,West Asia,16175,114.91871025801944
